timestamp,imu_linear_acc_x,imu_linear_acc_y,imu_linear_acc_z,imu_angular_vel_x,imu_angular_vel_y,imu_angular_vel_z,odom_pos_x,odom_pos_y,odom_pos_z,odom_vel_x,odom_vel_y,odom_vel_z,pwm_0,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6,pwm_7
145.96,-3.7239134207747698e-09,7.647666996219805e-10,9.802953701535055,-9.546961049617428e-15,-5.370378317344032e-14,-7.262179625268183e-19,-0.0024225637017547506,-0.027116556775418445,-0.3997758673742988,4.422452777472174e-14,-9.21514176318622e-15,-0.00011813119198123001,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
145.98,-3.724127508578979e-09,7.648111966712163e-10,9.80360915452352,-1.7869350476321325e-14,-9.060424891249596e-14,-7.299687075662967e-19,-0.0024225637017547628,-0.027116556775418445,-0.3997769715295989,2.036480019423447e-14,-4.306296007944949e-15,-5.520776500400615e-05,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
146.0,-3.724108173234852e-09,7.648073263858174e-10,9.80360915452352,-2.1045001604453817e-14,-1.0390675989737947e-13,-7.320110333098313e-19,-0.0024225637017547628,-0.027116556775418445,-0.3997769715295989,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
146.02,-3.7239677402241285e-09,7.647786227007048e-10,9.80332997397607,-2.2878717981141412e-14,-1.1030816459798302e-13,-7.276527705163191e-19,-0.0024225637017548127,-0.027116556775418445,-0.3997758900327226,-2.3035014136786298e-14,4.22113243307564e-15,5.407484381381167e-05,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
146.04,-3.7236721419593517e-09,7.647177046291159e-10,9.802615383437413,-2.087142813665073e-14,-9.762015650405753e-14,-7.235336975916527e-19,-0.0024225637017548413,-0.027116556775418445,-0.399772476657464,-6.626258626618176e-14,1.3315712988631164e-14,0.0001706687629304815,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
146.06,-3.723371517184453e-09,7.646556882974325e-10,9.801875920324681,-1.7537022448895448e-14,-7.91374621715658e-14,-7.262431528702404e-19,-0.0024225637017548595,-0.027116556775418445,-0.3997688769517845,-6.92808748784073e-14,1.4041893271394879e-14,0.00017998528397678015,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
146.08,-3.723029358618648e-09,7.64585058513948e-10,9.801014912647588,-1.312407035492887e-14,-5.6091320094474543e-14,-7.305572152560626e-19,-0.0024225637017548777,-0.027116556775418445,-0.3997631390275121,-1.0989215672362851e-13,2.2382079985889944e-14,0.0002868962136193254,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
146.1,-3.7225888359323735e-09,7.644941751677825e-10,9.799880743759608,-7.852820060064093e-15,-2.95829149719364e-14,-7.326594117066602e-19,-0.002422563701754887,-0.027116556775418445,-0.399757982940897,-9.838556210771189e-14,2.011204059374867e-14,0.0002578043307555067,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
146.12,-3.7221609755264548e-09,7.644058427113477e-10,9.798762530110897,-2.1361660337631975e-15,-1.5483050037151205e-15,-7.33124462227281e-19,-0.0024225637017548894,-0.027116556775418445,-0.3997534234425594,-8.672911233202467e-14,1.77846458879497e-14,0.0002279749168804246,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
146.14,-3.721849151139798e-09,7.643414007651e-10,9.797932594847548,3.646390207409783e-15,2.6122842161235135e-14,-7.352213338780415e-19,-0.0024225637017548872,-0.027116556775418445,-0.3997492350911578,-7.944135863697202e-14,1.633671417354776e-14,0.00020941757007952866,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
146.16,-3.721594195773637e-09,7.642886727076531e-10,9.797236348934836,9.079786300132631e-15,5.154884208429113e-14,-7.4042224120302305e-19,-0.0024225637017548764,-0.027116556775418445,-0.39974468462185353,-8.588555120836376e-14,1.7748731406171513e-14,0.00022752346521270894,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
